Date,UNEMP,PAYEMS,INDPRO,PERMIT,T10Y2Y,UMCSENT,T10Y3M,CPIAUCSL,USREC,W875RX1,CMRMTSPL
5/1/1979,5.6,89789,51.7782,1684,-0.531428571,68.1,,71.400,0,5227.5,571771.305
6/1/1979,5.7,90108,51.7865,1640,-0.306666667,65.8,,72.200,0,5235.8,565933.888
7/1/1979,5.7,90217,51.7029,1534,-0.187619048,60.4,,73.000,0,5241.8,565217.729
8/1/1979,6,90300,51.3658,1591,-0.429130435,64.5,,73.700,0,5250.9,566199.443
9/1/1979,5.9,90327,51.3623,1638,-0.721578947,66.7,,74.400,0,5254.8,563003.163
10/1/1979,6,90481,51.7175,1481,-1.190454545,62.1,,75.200,0,5253.6,561320.91
11/1/1979,5.9,90573,51.6341,1276,-1.155263158,63.3,,76.000,0,5270.2,561533.595
12/1/1979,6,90672,51.6694,1254,-1.0045,61.0,,76.900,0,5283.1,559893.399
1/1/1980,6.3,90800,51.9440,1280,-0.695909091,67.0,,78.000,0,5277,564633.747
2/1/1980,6.3,90883,51.9633,1199,-1.003684211,66.9,,79.000,1,5256.5,559322.634
3/1/1980,6.3,90994,51.7454,988,-2.135714286,56.5,,80.100,1,5238.5,546586.779
4/1/1980,6.9,90849,50.7197,808,-1.028571429,52.7,,80.900,1,5228,534885.508
5/1/1980,7.5,90420,49.4766,861,0.731428571,51.7,,81.700,1,5206,528037.538
6/1/1980,7.6,90101,48.8383,1118,1.05,58.7,,82.500,1,5214.4,526517.502
7/1/1980,7.8,89840,48.4907,1259,1.218181818,62.3,,82.600,1,5196.7,533161.199
8/1/1980,7.7,90099,48.6456,1367,0.574285714,67.3,,83.200,0,5215,537003.945
9/1/1980,7.5,90213,49.4578,1484,-0.066190476,73.7,,83.900,0,5232.4,548314.693
10/1/1980,7.5,90490,50.0861,1366,-0.336818182,75.0,,84.700,0,5292.9,559766.028
11/1/1980,7.5,90747,50.9209,1383,-0.829411765,76.7,,85.600,0,5317.8,560138.527
12/1/1980,7.2,90943,51.2570,1249,-1.232727273,64.5,,86.400,0,5339.5,561521.579
1/1/1981,7.5,91033,50.9328,1221,-0.693809524,71.4,,87.200,0,5324.9,564940.157
2/1/1981,7.4,91105,50.7237,1199,-0.724444444,66.9,,88.000,0,5309.3,562611.438
3/1/1981,7.4,91210,50.9806,1183,-0.452727273,66.5,,88.600,0,5324.6,556799.255
4/1/1981,7.2,91283,50.7661,1190,-0.471904762,72.4,,89.100,0,5320.2,557110.472
5/1/1981,7.5,91296,51.0552,1173,-1.3575,76.3,,89.700,0,5337.2,553170.395
6/1/1981,7.5,91490,51.3214,976,-1.033636364,73.1,,90.500,0,5370.9,551710.44
7/1/1981,7.2,91601,51.6555,935,-1.073181818,74.1,,91.500,0,5427.8,552979.339
8/1/1981,7.4,91565,51.5903,889,-1.347619048,77.2,,92.200,1,5454.8,550764.774
9/1/1981,7.6,91477,51.3429,847,-1.133809524,73.1,,93.100,1,5449.5,546976.1
10/1/1981,7.9,91380,50.9463,731,-0.394761905,70.3,,93.400,1,5430.4,539542.946
11/1/1981,8.3,91171,50.3546,748,0.511111111,62.5,,93.800,1,5433.5,535372.16
12/1/1981,8.5,90895,49.8086,796,0.434090909,64.3,,94.100,1,5430.3,528441.278
1/1/1982,8.6,90565,48.7877,794,0.026,71.0,1.676,94.400,1,5419.4,525660.755
2/1/1982,8.9,90563,49.7839,808,-0.397777778,66.5,0.146111111,94.700,1,5439.4,534051.592
3/1/1982,9,90434,49.4477,891,-0.333043478,62.0,0.546521739,94.700,1,5435,534478.163
4/1/1982,9.3,90150,48.9913,888,-0.33047619,65.5,0.527142857,95.000,1,5466.4,535081.371
5/1/1982,9.4,90107,48.6669,953,-0.1545,67.5,0.9085,95.900,1,5468.1,537835.459
6/1/1982,9.6,89865,48.5415,913,-0.165909091,65.7,1.220909091,97.000,1,5445.2,530210.047
7/1/1982,9.8,89521,48.3775,1044,0.149047619,65.4,2.082857143,97.500,1,5425.2,528166.11
8/1/1982,9.8,89363,47.9382,926,0.731363636,65.4,4.057727273,97.700,1,5436.7,523323.625
9/1/1982,10.1,89183,47.8139,1042,0.555714286,69.3,4.146190476,97.700,1,5425.8,524334.178
10/1/1982,10.4,88907,47.3575,1149,0.719,73.4,2.939,98.100,1,5415.4,518937.752
11/1/1982,10.8,88786,47.2078,1229,0.754736842,72.1,2.204210526,98.000,1,5419.9,520350.844
12/1/1982,10.8,88771,46.8713,1351,0.877727273,71.9,2.337272727,97.700,0,5451.9,518920.929
1/1/1983,10.4,88990,47.7398,1426,1.12952381,70.4,2.34,97.900,0,5458.2,528823.39
2/1/1983,10.4,88917,47.4484,1471,1.088421053,74.6,2.330526316,98.000,0,5458.5,526595.607
3/1/1983,10.3,89090,47.8426,1475,0.850434783,80.8,1.846956522,98.100,0,5480.2,535427.434
4/1/1983,10.2,89364,48.4483,1566,0.832,89.1,1.8865,98.800,0,5489.2,535378.168
5/1/1983,10.1,89644,48.7470,1669,0.890952381,93.3,1.884285714,99.200,0,5514.5,543698.11
6/1/1983,10.1,90021,49.0434,1769,0.666818182,92.2,1.709090909,99.400,0,5529.9,557666.817
7/1/1983,9.4,90437,49.7739,1795,0.692,92.8,1.9275,99.800,0,5562.4,557370.019
8/1/1983,9.5,90129,50.3640,1713,0.775652174,90.9,2.106956522,100.100,0,5555.9,556459.2
9/1/1983,9.2,91247,51.0937,1585,0.863809524,89.9,2.292380952,100.400,0,5604.1,564975.004
10/1/1983,8.8,91520,51.4902,1716,0.97,89.3,2.553,100.800,0,5668.5,571165.694
11/1/1983,8.5,91875,51.7210,1668,1.025789474,91.1,2.578947368,101.100,0,5703.9,577027.144
12/1/1983,8.3,92230,51.9769,1627,0.992857143,94.2,2.471904762,101.400,0,5755.7,587714.256
1/1/1984,8,92673,53.0088,1816,1.031904762,100.1,2.41047619,102.100,0,5777.9,591512.542
2/1/1984,7.8,93157,53.2486,1987,1.056842105,97.4,2.382631579,102.600,0,5819.3,591194.116
3/1/1984,7.8,93429,53.5028,1725,1.004545455,101.0,2.429545455,102.900,0,5856.2,591699.993
4/1/1984,7.7,93792,53.8233,1776,0.9475,96.1,2.5605,103.300,0,5896.5,594977.983
5/1/1984,7.4,94098,54.1104,1741,0.938636364,98.1,3.185454545,103.500,0,5912.7,599678.678
6/1/1984,7.2,94479,54.3075,1814,0.656190476,95.5,3.302380952,103.700,0,5961.8,605012.621
7/1/1984,7.5,94789,54.4587,1605,0.484761905,96.6,2.831428571,104.100,0,5978.9,601781.494
8/1/1984,7.5,95032,54.5239,1530,0.28173913,99.1,1.815652174,104.400,0,6019.6,601630.092
9/1/1984,7.3,95344,54.3696,1523,0.317894737,100.9,1.726842105,104.700,0,6075.2,600888.699
10/1/1984,7.4,95629,54.3474,1490,0.560454545,96.3,2.035909091,105.100,0,6049.7,603409.675
11/1/1984,7.2,95982,54.5290,1643,0.923684211,95.7,2.647894737,105.300,0,6083.4,608766.448
12/1/1984,7.3,96107,54.5556,1626,1.318,92.9,3.162,105.500,0,6112.7,609494.624
1/1/1985,7.3,96372,54.5270,1660,1.453333333,96.0,3.364285714,105.700,0,6106.5,607972.185
2/1/1985,7.2,96503,54.6871,1662,1.343333333,93.7,2.951666667,106.300,0,6111.5,610042.557
3/1/1985,7.2,96842,54.7673,1727,1.142380952,93.7,3.025238095,106.800,0,6140.2,615382.508
4/1/1985,7.3,97038,54.6467,1664,1.345714286,94.6,3.212857143,107.000,0,6128.2,614751.664
5/1/1985,7.2,97312,54.7396,1709,1.452727273,91.8,3.113636364,107.200,0,6144.9,621873.601
6/1/1985,7.4,97459,54.7110,1716,1.468,96.5,2.976,107.500,0,6171.1,611587.827
7/1/1985,7.4,97648,54.4365,1697,1.533636364,94.0,2.990454545,107.700,0,6169.5,612761.799
8/1/1985,7.1,97840,54.6121,1808,1.388181818,92.4,2.961363636,107.900,0,6180.7,623898.313
9/1/1985,7.1,98045,54.8147,1916,1.39,92.1,3.04,108.100,0,6209.5,625572.154
10/1/1985,7.1,98233,54.6228,1743,1.372272727,88.4,2.835909091,108.500,0,6242.3,619804.43
11/1/1985,7,98443,54.8123,1692,1.200526316,90.9,2.305263158,109.000,0,6252.6,624340.505
12/1/1985,7,98609,55.3553,1794,1.112380952,93.9,1.929047619,109.500,0,6295.7,621004.838
1/1/1986,6.7,98732,55.6453,1847,1.051428571,95.6,1.891904762,109.900,0,6277.3,630338.938
2/1/1986,7.2,98847,55.2634,1767,0.736842105,95.9,1.413684211,109.700,0,6310.2,626753.336
3/1/1986,7.2,98934,54.8728,1780,0.564,95.1,1.0145,109.100,0,6369.7,627364.955
4/1/1986,7.1,99121,54.9350,1858,0.604090909,96.2,1.063636364,108.700,0,6390.2,639997.472
5/1/1986,7.2,99248,55.0399,1797,0.642380952,94.8,1.374761905,109.000,0,6394.4,633859.653
6/1/1986,7.2,99155,54.8260,1790,0.614761905,99.3,1.402857143,109.400,0,6395.7,637925.898
7/1/1986,7,99473,55.1670,1780,0.636818182,97.7,1.303636364,109.500,0,6416.9,641695.346
8/1/1986,6.9,99588,55.0726,1726,0.83952381,94.9,1.48047619,109.600,0,6441.9,642607.368
9/1/1986,7,99934,55.2237,1686,1.101428571,91.9,2.095238095,110.000,0,6448,657852.183
10/1/1986,7,100121,55.4589,1675,1.147272727,95.6,2.103181818,110.200,0,6448.9,648561.341
11/1/1986,6.9,100308,55.6763,1644,0.973888889,91.4,1.750555556,110.400,0,6461.9,646573.879
12/1/1986,6.6,100509,56.2078,1903,0.840909091,89.1,1.43,110.800,0,6485.2,660110.007
1/1/1987,6.6,100678,55.9911,1690,0.8585,90.4,1.5065,111.400,0,6473.4,639270.499
2/1/1987,6.6,100919,56.7373,1689,0.852631579,90.2,1.499473684,111.800,0,6493.4,662329.379
3/1/1987,6.6,101164,56.8136,1704,0.824090909,90.8,1.482727273,112.200,0,6511.4,662965.03
4/1/1987,6.3,101499,57.1850,1601,0.998571429,92.8,2.207142857,112.700,0,6507.7,661061.681
5/1/1987,6.3,101728,57.5424,1500,0.8515,91.1,2.7665,113.000,0,6542.1,659958.604
6/1/1987,6.2,101900,57.8502,1522,0.829090909,91.5,2.547727273,113.500,0,6546.4,663252.215
7/1/1987,6.1,102247,58.2421,1516,1.004545455,93.7,2.567727273,113.800,0,6570.7,669004.318
8/1/1987,6,102420,58.6784,1511,1.007619048,94.4,2.527142857,114.300,0,6613.8,666054.367
9/1/1987,5.9,102647,58.9088,1514,1.078095238,93.6,2.80047619,114.700,0,6622.5,673394.998
10/1/1987,6,103138,59.7008,1447,1.122380952,89.3,3.169047619,115.000,0,6670.6,672618.758
11/1/1987,5.8,103372,59.9956,1457,1.167894737,83.1,2.970526316,115.400,0,6709.9,670755.062
12/1/1987,5.7,103661,60.3246,1345,1.13,86.8,3.028181818,115.600,0,6793.8,676438.674
1/1/1988,5.7,103753,60.3090,1244,1.035789474,90.8,2.661052632,116.000,0,6765.9,674894.606
2/1/1988,5.7,104214,60.6122,1438,1.0315,91.6,2.3695,116.200,0,6800.9,682522.421
3/1/1988,5.7,104489,60.7452,1525,1.103043478,94.6,2.503478261,116.500,0,6808.8,693454.661
4/1/1988,5.4,104732,61.1080,1429,1.129,91.2,2.6355,117.200,0,6839.6,689735.681
5/1/1988,5.6,104962,60.9843,1444,1.093333333,94.8,2.634761905,117.500,0,6848.1,691900.981
6/1/1988,5.4,105326,61.1615,1485,0.895454545,94.7,2.257272727,118.000,0,6876.1,698684.064
7/1/1988,5.4,105550,61.1710,1439,0.777,93.4,2.108,118.500,0,6911.5,695850.67
8/1/1988,5.6,105674,61.4771,1460,0.63173913,97.4,1.960869565,119.000,0,6929.8,696253.209
9/1/1988,5.4,106013,61.2785,1436,0.513809524,97.3,1.499047619,119.500,0,6946.2,699007.297
10/1/1988,5.4,106276,61.5488,1516,0.4415,94.1,1.1985,119.900,0,6989.1,704433.764
11/1/1988,5.3,106617,61.7049,1508,0.2965,93.0,0.934,120.300,0,6988,707153.006
12/1/1988,5.3,106898,61.9851,1501,0.017142857,91.9,0.757142857,120.700,0,7026,716370.55
1/1/1989,5.4,107161,62.1677,1466,-0.084,97.9,0.533,121.200,0,7072.7,717188.846
2/1/1989,5.2,107427,61.8916,1383,-0.202631579,95.4,0.332105263,121.600,0,7093,709350.749
3/1/1989,5,107621,62.0508,1214,-0.321818182,94.3,0.215454545,122.200,0,7121.5,705128.294
4/1/1989,5.2,107791,62.0289,1376,-0.276,91.5,0.213,123.100,0,7099.5,711559.307
5/1/1989,5.2,107913,61.6871,1381,-0.158636364,90.7,0.123181818,123.700,0,7066.7,708387.058
6/1/1989,5.3,108027,61.6857,1322,-0.129090909,90.6,-0.157272727,124.100,0,7084,706202.533
7/1/1989,5.2,108069,61.0896,1283,0.199,92.0,-0.1285,124.500,0,7108.6,698959.233
8/1/1989,5.2,108120,61.6847,1334,-0.032173913,89.6,-0.057391304,124.500,0,7120.2,716702.194
9/1/1989,5.3,108369,61.4794,1314,-0.094,95.8,0.176,124.800,0,7137.5,711680.669
10/1/1989,5.3,108476,61.4014,1365,0.028571429,93.9,0.108095238,125.400,0,7172.8,704809.868
11/1/1989,5.4,108752,61.6081,1344,0.078571429,90.9,-0.06952381,125.900,0,7175.1,711113.51
12/1/1989,5.4,108836,61.9588,1422,0.059,90.5,-0.0435,126.300,0,7185.9,713463.857
1/1/1990,5.4,109196,61.6352,1748,0.121428571,93.0,0.308571429,127.500,0,7184.9,707890.794
2/1/1990,5.3,109436,62.1951,1329,0.102631579,89.5,0.471052632,128.000,0,7210.5,718408.479
3/1/1990,5.2,109640,62.4916,1246,-0.038181818,91.3,0.418636364,128.600,0,7216.8,722594.885
4/1/1990,5.4,109674,62.3511,1136,0.0615,93.9,0.745,128.900,0,7262.7,714267.734
5/1/1990,5.4,109828,62.5353,1067,0.115909091,90.6,0.751363636,129.100,0,7252.9,720071.506
6/1/1990,5.2,109850,62.7479,1108,0.129047619,88.3,0.493333333,129.900,0,7261.7,721932.799
7/1/1990,5.5,109815,62.6435,1078,0.314285714,88.2,0.596666667,130.500,0,7289.9,718064.819
8/1/1990,5.7,109606,62.8704,1069,0.691304348,76.4,1.05826087,131.600,1,7242,725287.691
9/1/1990,5.9,109523,62.8839,976,0.813684211,72.8,1.295263158,132.500,1,7231.3,711952.233
10/1/1990,5.9,109377,62.4973,925,0.841818182,63.9,1.319545455,133.400,1,7159.5,708898.944
11/1/1990,6.2,109222,61.7175,941,0.7935,66.0,1.1015,133.700,1,7156.9,700518.922
12/1/1990,6.3,109168,61.2885,861,0.761,65.5,1.1255,134.200,1,7186.8,693227.557
1/1/1991,6.4,109058,61.0842,786,0.967619048,66.8,1.682380952,134.700,1,7117.2,688659.039
2/1/1991,6.6,108735,60.6387,853,0.987894737,70.4,1.738421053,134.800,1,7116.1,692734.897
3/1/1991,6.8,108568,60.2973,911,1.007,87.7,2.0165,134.800,1,7120,688729.934
4/1/1991,6.7,108350,60.4524,916,1.090909091,81.8,2.213636364,135.100,0,7136.9,702300.908
5/1/1991,6.9,108253,61.0587,991,1.284090909,78.3,2.434090909,135.600,0,7134.8,708061.422
6/1/1991,6.9,108330,61.5514,964,1.328,82.1,2.533,136.000,0,7174.5,704890.376
7/1/1991,6.8,108290,61.7201,973,1.355,82.9,2.521818182,136.200,0,7156.6,714091.097
8/1/1991,6.9,108299,61.7289,944,1.466818182,82.0,2.402272727,136.600,0,7166.3,711082.268
9/1/1991,6.9,108335,62.2369,974,1.4685,83.0,2.2765,137.000,0,7185.1,714123.541
10/1/1991,7,108361,62.1718,991,1.615,78.3,2.383181818,137.200,0,7169.7,714844.506
11/1/1991,7,108300,62.0894,984,1.858421053,69.1,2.727894737,137.800,0,7186.3,712530.207
12/1/1991,7.3,108330,61.8060,1061,2.062857143,68.2,2.904285714,138.200,0,7232.8,703459.259
1/1/1992,7.3,108365,61.4823,1077,2.074285714,67.5,3.126190476,138.300,0,7251.5,717085.507
2/1/1992,7.4,108313,61.9192,1146,2.125789474,68.8,3.387894737,138.600,0,7290.1,718889.123
3/1/1992,7.4,108367,62.4403,1082,1.857272727,76.0,3.403636364,139.100,0,7294.4,721782.597
4/1/1992,7.4,108517,62.9199,1054,2.136190476,77.2,3.641428571,139.400,0,7313.2,726592.639
5/1/1992,7.6,108647,63.1268,1056,2.1665,79.2,3.673,139.700,0,7352.4,720270.973
6/1/1992,7.8,108707,63.1624,1057,2.213636364,80.4,3.516818182,140.100,0,7384.2,727863.941
7/1/1992,7.7,108792,63.7348,1089,2.489090909,76.6,3.565,140.500,0,7373.5,737611.395
8/1/1992,7.6,108916,63.3802,1075,2.392857143,76.1,3.386666667,140.800,0,7401,725877.682
9/1/1992,7.6,108952,63.5834,1114,2.520952381,75.6,3.446666667,141.100,0,7363.9,735969.997
10/1/1992,7.3,109138,64.0178,1132,2.506190476,73.3,3.656190476,141.700,0,7321,738948.786
11/1/1992,7.4,109283,64.2628,1118,2.293684211,85.3,3.667368421,142.100,0,7353.6,740208.073
12/1/1992,7.4,109502,64.3599,1176,2.096363636,91.0,3.478636364,142.300,0,7655,751730.303
1/1/1993,7.3,109790,64.6135,1177,2.21,89.3,3.528947368,142.800,0,7390.7,753613.224
2/1/1993,7.1,110048,64.9262,1148,2.160526316,86.6,3.266315789,143.100,0,7432.5,752647.131
3/1/1993,7,110004,64.8627,1056,2.025652174,85.9,2.960869565,143.300,0,7403.9,747888.758
4/1/1993,7.1,110300,65.0423,1104,2.131904762,85.6,3.039047619,143.800,0,7473.1,751753.133
5/1/1993,7.1,110571,64.8006,1112,2.0585,80.3,3.0105,144.200,0,7476.3,752943.928
6/1/1993,7,110742,64.9476,1130,1.799090909,81.5,2.818181818,144.300,0,7456.5,759904.85
7/1/1993,6.9,111054,65.1142,1174,1.733333333,77.0,2.694285714,144.500,0,7477.1,756227.926
8/1/1993,6.8,111200,65.0421,1230,1.676363636,77.3,2.587272727,144.800,0,7489.9,760103.116
9/1/1993,6.7,111449,65.3749,1251,1.512857143,77.9,2.351428571,145.000,0,7469.1,766871.78
10/1/1993,6.8,111734,65.8630,1287,1.4595,82.7,2.242,145.600,0,7439.5,770147.367
11/1/1993,6.6,111988,66.1696,1357,1.5685,81.2,2.5445,146.000,0,7461.7,774098.258
12/1/1993,6.5,112324,66.5531,1461,1.561818182,88.2,2.646363636,146.300,0,7752.5,776545.935
1/1/1994,6.6,112601,66.7591,1390,1.6105,94.3,2.706,146.300,0,7565,777430.32
2/1/1994,6.6,112782,66.8019,1269,1.498947368,93.2,2.642631579,146.700,0,7574.1,784541.443
3/1/1994,6.5,113245,67.4704,1342,1.487391304,91.5,2.89173913,147.100,0,7597.7,797604.136
4/1/1994,6.4,113589,67.8707,1392,1.422631579,92.6,3.191578947,147.200,0,7676.1,793403.311
5/1/1994,6.1,113922,68.1870,1396,1.215238095,92.8,2.915714286,147.500,0,7698.1,795323.482
6/1/1994,6.1,114239,68.6450,1357,1.17,91.2,2.852272727,147.900,0,7687.8,802624.459
7/1/1994,6.1,114608,68.7317,1335,1.168,89.0,2.8415,148.400,0,7706.9,799106.148
8/1/1994,6,114903,69.1882,1377,1.058695652,91.7,2.624347826,149.000,0,7716.3,817976.218
9/1/1994,5.9,115247,69.3935,1412,1.064761905,91.5,2.705714286,149.300,0,7752.9,814435.076
10/1/1994,5.8,115457,69.9576,1397,1.0155,92.7,2.642,149.400,0,7815.2,820651
11/1/1994,5.6,115868,70.4288,1340,0.8065,91.6,2.506,149.800,0,7811,827881.083
12/1/1994,5.5,116173,71.1273,1396,0.224285714,95.1,2.049047619,150.100,0,7843.2,834098.208
1/1/1995,5.6,116505,71.2635,1282,0.2725,97.6,1.878,150.500,0,7865,837783.544
2/1/1995,5.4,116694,71.1758,1254,0.357894737,95.1,1.53,150.900,0,7881.4,833069.631
3/1/1995,5.4,116908,71.2796,1226,0.429130435,90.3,1.294347826,151.200,0,7899.5,832775.237
4/1/1995,5.8,117065,71.1538,1259,0.494736842,92.5,1.224736842,151.800,0,7912.6,826543.692
5/1/1995,5.6,117047,71.4997,1271,0.461818182,89.8,0.785,152.100,0,7912.5,832629.842
6/1/1995,5.6,117291,71.7327,1305,0.452272727,92.7,0.529090909,152.400,0,7948.3,840655.39
7/1/1995,5.7,117382,71.4334,1354,0.498,94.4,0.685,152.600,0,7974.2,830716.88
8/1/1995,5.7,117646,72.3723,1386,0.507391304,96.2,0.922608696,152.900,0,7989.2,847545.417
9/1/1995,5.6,117873,72.6543,1421,0.3915,88.9,0.7635,153.100,0,8026.4,846509.63
10/1/1995,5.5,118026,72.5336,1400,0.347619048,90.2,0.60047619,153.500,0,8050.8,846951.822
11/1/1995,5.6,118165,72.7170,1430,0.451428571,88.2,0.412380952,153.700,0,8085.1,853885.107
12/1/1995,5.6,118325,72.9638,1442,0.387,91.0,0.4175,153.900,0,8094,857932.126
1/1/1996,5.6,118317,72.5712,1387,0.54,89.3,0.501904762,154.700,0,8102.2,849368.258
2/1/1996,5.5,118737,73.6207,1420,0.78,88.5,0.841,155.000,0,8172.2,857042.936
3/1/1996,5.5,118992,73.5141,1437,0.607619048,93.7,1.170952381,155.500,0,8196,857469.507
4/1/1996,5.6,119158,74.2491,1463,0.554090909,92.7,1.423636364,156.100,0,8210.4,865141.781
5/1/1996,5.6,119496,74.8142,1457,0.641818182,89.4,1.583181818,156.400,0,8251.9,871724.196
6/1/1996,5.3,119770,75.3726,1429,0.615,92.4,1.6805,156.700,0,8312.8,867614.693
7/1/1996,5.5,120019,75.3738,1450,0.595454545,94.7,1.567272727,157.000,0,8303,874466.269
8/1/1996,5.1,120198,75.7557,1413,0.606363636,95.3,1.446363636,157.200,0,8338,877467.888
9/1/1996,5.2,120400,76.2302,1392,0.598,94.7,1.5945,157.700,0,8369.8,880151.082
10/1/1996,5.2,120665,76.2157,1358,0.620909091,96.5,1.410454545,158.200,0,8375.9,887041.109
11/1/1996,5.4,120947,76.8973,1412,0.502105263,99.2,1.034210526,158.700,0,8405.9,893603.096
12/1/1996,5.4,121143,77.3772,1411,0.52047619,96.9,1.261904762,159.100,0,8442,887167.277
1/1/1997,5.3,121357,77.5135,1382,0.570952381,97.4,1.413333333,159.400,0,8477,898609
2/1/1997,5.2,121674,78.4255,1445,0.521052632,99.7,1.277368421,159.700,0,8516,916958
3/1/1997,5.2,121991,78.9197,1436,0.4725,100.0,1.41,159.800,0,8555.7,917376
4/1/1997,5.1,122288,78.9848,1421,0.437272727,101.4,1.580909091,159.900,0,8568.6,920441
5/1/1997,4.9,122560,79.4296,1414,0.434285714,103.2,1.514285714,159.900,0,8614.9,920215
6/1/1997,5,122816,79.7971,1402,0.399047619,104.5,1.422857143,160.200,0,8648.6,932603
7/1/1997,4.9,123114,80.4666,1440,0.329545455,107.1,1.025909091,160.400,0,8692.3,942048
8/1/1997,4.8,123086,81.2825,1449,0.35952381,104.4,1.019047619,160.800,0,8748.6,939378
9/1/1997,4.9,123575,82.0327,1494,0.326666667,106.0,1.123809524,161.200,0,8778.2,946972
10/1/1997,4.7,123924,82.7656,1499,0.257727273,105.6,0.916818182,161.500,0,8831.7,944230
11/1/1997,4.6,124226,83.4270,1469,0.162222222,107.2,0.593888889,161.700,0,8902.2,954274
12/1/1997,4.7,124549,83.7840,1456,0.093636364,102.1,0.504090909,161.800,0,8957.7,951871
1/1/1998,4.6,124806,84.1564,1555,0.1875,106.6,0.3655,162.000,0,9045,953719
2/1/1998,4.6,125017,84.3066,1647,0.156842105,110.4,0.344736842,162.000,0,9112.6,967109
3/1/1998,4.7,125165,84.3420,1605,0.085909091,106.5,0.485454545,162.000,0,9171.8,971898
4/1/1998,4.3,125446,84.6339,1547,0.073333333,108.7,0.554761905,162.200,0,9212.6,973216
5/1/1998,4.4,125846,85.1867,1554,0.059,106.5,0.5125,162.600,0,9262.9,976540
6/1/1998,4.5,126076,84.6809,1551,-0.023636364,105.6,0.372272727,162.800,0,9319.7,972634
7/1/1998,4.5,126211,84.3445,1610,0.003181818,105.2,0.366818182,163.200,0,9343.9,966951
8/1/1998,4.5,126546,86.0816,1654,0.073333333,104.4,0.300952381,163.400,0,9384,977500
9/1/1998,4.6,126744,86.0023,1577,0.14047619,100.9,0.067619048,163.500,0,9414.7,986814
10/1/1998,4.5,126948,86.5910,1719,0.438095238,97.4,0.45952381,163.900,0,9433.7,995183
11/1/1998,4.4,127223,86.5115,1672,0.287368421,102.7,0.296315789,164.100,0,9478.1,999456
12/1/1998,4.4,127595,86.8615,1742,0.138636364,100.5,0.148181818,164.400,0,9497.8,1007152
1/1/1999,4.3,127699,87.2205,1732,0.106842105,103.9,0.275789474,164.700,0,9526.4,1005803
2/1/1999,4.4,128118,87.7260,1720,0.122631579,108.1,0.443684211,164.700,0,9569.7,1021353
3/1/1999,4.2,128234,87.9125,1665,0.179565217,105.7,0.666086957,164.800,0,9574.7,1019851
4/1/1999,4.3,128596,88.1082,1600,0.207727273,104.6,0.775454545,165.900,0,9556.6,1018152
5/1/1999,4.2,128813,88.6483,1640,0.285,106.8,0.9085,166.000,0,9577.7,1033086
6/1/1999,4.3,129084,88.5903,1702,0.280909091,107.3,1.184090909,166.000,0,9612.4,1034140
7/1/1999,4.3,129421,89.1098,1682,0.237142857,106.0,1.106190476,166.700,0,9639.2,1035484
8/1/1999,4.2,129572,89.5007,1671,0.260909091,104.5,1.065454545,167.100,0,9681.7,1043658
9/1/1999,4.2,129772,89.1304,1551,0.253333333,107.2,1.092857143,167.800,0,9676.6,1041766
10/1/1999,4.1,130178,90.2709,1649,0.2495,103.2,1.0885,168.100,0,9739.5,1050919
11/1/1999,4.1,130467,90.7528,1672,0.172,107.2,0.8065,168.400,0,9816.9,1056351
12/1/1999,4,130783,91.4784,1683,0.170909091,105.4,0.918636364,168.800,0,9904,1060927
1/1/2000,4,131011,91.4092,1727,0.221,112.0,1.162,169.300,0,10000.3,1069375
2/1/2000,4.1,131121,91.7245,1692,-0.091,111.3,0.7925,170.000,0,10045.9,1050132
3/1/2000,4,131604,92.0830,1651,-0.27173913,107.1,0.392608696,171.000,0,10078.6,1062548
4/1/2000,3.8,131883,92.6659,1597,-0.413157895,109.2,0.168947368,170.900,0,10127.6,1071378
5/1/2000,4,132105,92.9347,1543,-0.369090909,110.7,0.445909091,171.200,0,10135.7,1065692
6/1/2000,4,132062,93.0018,1572,-0.384545455,106.4,0.235454545,172.200,0,10184.3,1072737
7/1/2000,4,132228,92.8373,1542,-0.285,108.3,-0.0885,172.700,0,10244.3,1065977
8/1/2000,4.1,132234,92.5910,1552,-0.402608696,107.3,-0.451304348,172.700,0,10298.3,1066347
9/1/2000,3.9,132338,92.9827,1570,-0.2825,106.8,-0.376,173.600,0,10308.4,1077852
10/1/2000,3.9,132352,92.6400,1577,-0.173809524,105.8,-0.556190476,173.900,0,10337.7,1069627
11/1/2000,3.9,132556,92.6604,1614,-0.158095238,107.6,-0.639047619,174.200,0,10350.5,1061839
12/1/2000,3.9,132716,92.3457,1543,-0.1115,98.4,-0.6965,174.600,0,10354.8,1070164
1/1/2001,4.2,132703,91.8908,1699,0.400952381,94.7,-0.124285714,175.600,0,10400.3,1061578
2/1/2001,4.2,132788,91.2851,1656,0.442105263,90.6,0.093684211,176.000,0,10421.6,1066262
3/1/2001,4.3,132751,91.0585,1659,0.543181818,91.5,0.35,176.100,0,10452.6,1053481
4/1/2001,4.4,132457,90.7384,1666,0.907,88.4,1.175,176.400,1,10410.4,1045172
5/1/2001,4.3,132409,90.2607,1665,1.131363636,92.0,1.688181818,177.300,1,10376.7,1054208
6/1/2001,4.5,132299,89.7811,1626,1.204285714,92.6,1.719047619,177.700,1,10362.4,1039840
7/1/2001,4.6,132171,89.2352,1598,1.197619048,92.4,1.642857143,177.400,1,10360.8,1043806
